"id","DTS","DTA","LPCs","PCs","CE_20_3","DG_34_2","DG_36_2","DG_36_3","DG_36_4","LPC_16_0","LPC_18_0","LPC_18_1","LPC_18_2","LPC_18_3","PC_16_0_9_0_CHO","PC_32_0","PC_32_1","PC_32_2","PC_33_2","PC_34_1","PC_34_2","PC_34_3","PC_34_4","PC_35_1","PC_35_2","PC_35_3","PC36_1","PC_36_2","PC_36_3_A","PC_36_3_B","PC_36_4_A","PC_36_4_C","PC_36_5_A","PC_36_5_B","PC_37_3","PC_38_2","PC_38_3_K","PC_38_5_A","PC_p_34_2_PC_o_34_3","PC_p_36_3_PC_o_36_4","PC_p_36_4_PC_o_36_5","PE_34_2","SM_d32_1","SM_d36_1","TG_46_0","TG_46_3","TG_48_0","TG_48_1","TG_48_2","TG_48_3","TG_50_0","TG_50_1","TG_50_2","TG_50_3","TG_50_4","TG_50_5","TG_52_0","TG_52_1","TG_52_2","TG_52_3","TG_52_4","TG_52_5","TG_52_6","TG_54_1","TG_54_2","TG_54_3","TG_54_4","TG_54_5","TG_54_6","TG_54_8","TG_56_4","DGs","SMs","TGs","LPC_PC","LPC_PC_309","LPC_PC_387","PC_TG_878","PC_TG_1670","PC_TG_1671","PC_TG_1680"
"LANMLR17B039",85.8,81.8,2299901,9663188.8,23906.25,81344.6,NA,4459.75,67038.4,73053.4,9757.8,133573.8,1405467.2,678048.8,8893,32081.8,7220,15449.8,65102.2,432594.2,1986402.66666667,1746923.4,25052.2,NA,63206,45449.8,33286.2,271397.6,546842.2,291870.4,1651914.4,21291,3213374.8,NA,NA,9761.2,20557.5,14259.8,NA,3669,NA,198447.6,6898.8,NA,5640.25,1564,11623.6,NA,NA,694,NA,18184.4,33292,8826,1004,6924,NA,NA,42288.2,64192.6,241758.2,349042.2,190267.8,NA,15488.75,32920.6,116119.4,164683.2,476766.5,965986.75,1045,151950.8,6898.8,2439489.4,-2.16147858259903,2.28645495133536,-1.16536068221343,7.01273556275403,3.57879285616932,3.49751694024891,3.34833027621248
"LANMLR17B040",76,75.75,303713.5,13862340.75,28925.5,140074,NA,4908.5,113202,124918,5184.5,5226.25,131251.75,39725.25,4598,55266,15490.25,26209,71670,486233.25,3940326.75,2316392.25,50337,NA,90312.25,81788.25,28422.5,533092.25,485576.5,404327.25,2111310.5,16698.5,3085629.75,21269.5,40122,15326.25,21206.25,29265.25,NA,2475.5,NA,527842,4608.33333333333,5271.5,7715.5,NA,37763,3253,3299.5,NA,5446.5,13435.75,29998.75,11430,NA,7557.5,4090.5,9158.5,20308.25,30373.25,298241,383680.5,100799,NA,6905.75,14581.5,75800.75,195681.666666667,842612,1310205.5,NA,129092.25,6092,1920072.25,-5.64363552809198,-1.79154446490897,-4.76664647182232,7.9185716755782,6.95105622749854,6.40616951012167,6.27147504031375
"LANMLR17B041",86.2,83,254095.4,14652395.6,11555,115507,NA,4240,103434.5,74249.6,4120.5,4583.2,129651.8,43962.6,9312.5,50573,22614.4,26925,64504.6,531933.6,3871294.4,2495474.2,44925.8,NA,83779.8,57217.8,29049.2,581089.4,573376.2,504788.6,2134580.2,31982,3491432.2,28919.3333333333,30806.3333333333,19642.8,25226.4,24494,NA,4277.33333333333,NA,445876.4,5785.66666666667,3264.66666666667,4935,NA,24065.2,4280.33333333333,4489.66666666667,NA,14393.6666666667,31853.4,77205,60101.3333333333,NA,10045,12026.3333333333,31628,50796.2,67094.8,282949.5,361322.5,80535.4,NA,19559.8,32224.2,110506,194736.25,552977.5,1030579,NA,89272.6,5430.2,1624913,-5.91535655999386,-2.0827975429178,-4.91056628994493,8.07755289691453,6.33108819863246,5.83260106904368,5.63271160109737
"LANMLR17B042",121.25,120.5,324108.75,12918731.75,27934,59395.6666666667,NA,5380,49629.6666666667,134379,14370.6666666667,5124,138827,35000.75,11430.6666666667,41365.75,18708,20870.5,38127,232359,3729443.5,2173342,33659,NA,44320.75,42746.25,21922.75,324495,338753,338758.5,2282861,NA,3178041.5,25638,66668,9856,11335.5,23316.5,10615,10316.6666666667,NA,315733.75,6900,91809,12116,629.5,38848.25,2637,884,1035.5,6888,7407.5,21213.5,9377.66666666667,1114.5,2348.66666666667,4520,1157,16711.25,18705.5,131404,205292.666666667,87339.5,NA,6012.5,11021.25,38121,51599.5,635720,1528542,1309.5,83114,28127.25,1105451.25,-5.5237414085554,-1.37380957588422,-4.70255805141101,8.71790910276537,6.87429814392281,6.18780539901008,6.2142098330452
"LANMLR17B043",85,83.2,3423459.4,10274236.4,22527,98691.6666666667,NA,4639,56309,63935.2,6927.66666666667,80020,2331981.6,943366,19364.3333333333,30511.8,11575.4,20425,83223.2,198093.4,2853127,1873251.6,30403.6,NA,50180.4,37281.2,15241.6,301471,268228.8,278101.4,1600843.4,11518,2569934.2,12092.5,24361,11592.8,7740.75,12372.2,NA,14873,NA,237097.2,6845.25,4745.5,6404,845,46420.6,4489.5,3055.5,536,7449.5,18057.4,35887.8,34991,998,5891.33333333333,3194,15194,25508.4,23673.4,358333.333333333,585865.333333333,187381.4,NA,8357.75,21391.8,92115.4,125939,697863,1326973,3412,94856,7374.4,1950741.6,-1.84712850849826,2.78119012799828,-0.451602994221124,7.59234435673233,5.84445207416845,5.32108412170675,5.08779455731205
"LANMLR17B044",73.25,71.5,2164168,10431044.5,20375.3333333333,145193,NA,6935.66666666667,83807,64789.5,8911.66666666667,54783.25,1403949.75,633961.75,9266.33333333333,48017.75,10852,23595,45579.25,277506.5,2715548.25,1772155.75,25135,NA,62573.75,34908,20384.75,297737.5,376691.5,245295,1832024.75,19892,2603800.75,6329,25099,10245.25,13808.75,12616.25,NA,12695,NA,186448.25,14554.6666666667,19627,9037,NA,68120.5,2268,2772,NA,6403,18949.75,36076.5,24972,NA,17144,10939,1726,31134.5,38620,385304.333333333,483250.333333333,164791.5,NA,6928.25,17286.5,112171.25,208885.25,858568,1340389.33333333,NA,176951.75,15822.75,3026931.75,-2.3173100766641,2.53923802916522,-0.94345931246369,6.15813711468151,4.3392258077022,3.93290818024901,3.85435629450207
"LANMLR17B046",71.5,72.5,3875343.75,10883532.25,8432,61428.5,8287,5982,22558.6666666667,103940.5,15875.3333333333,75775.75,2428656,1255065,13131.6666666667,71592,5675.75,12646.75,92392.75,240324,4193020.33333333,2460584.25,27937,7208,54532,43805,14676,171404,279214.5,191721.25,1567833.25,NA,2430899.5,17347,17942.5,7281.5,7169.5,11448,NA,26642.5,110443,239428.75,23015.5,1511,3450,2025,8513.75,7947.5,4792,1413,3994,18287.75,43278.75,31184.3333333333,6007,6624,9190,8653,22480,53701.5,389387.333333333,573221.333333333,75035.3333333333,3148,7118,15238.25,48641.25,167532.5,569964,1800029,5201,52696,11885.5,1804005.5,-1.60468546792972,3.59991195761773,-0.0254971393532188,8.63785139964086,6.34689362237796,5.27204843017874,4.65135301885906
"LANMLR17B047",93.1666666666667,89.8333333333333,2935923.66666667,9886339.16666667,17154.75,153187.25,NA,5551.25,108144.75,78126.8333333333,11033.75,83049,2159402.66666667,607989.333333333,11104,73093.8333333333,13581.6666666667,12830.6666666667,60064.4,231467,2944249.4,1889206.83333333,29397.6666666667,NA,65943.6666666667,49818,31154.8333333333,266248.833333333,300023.666666667,242811.833333333,1768608.66666667,14134,2353776,21058.5,26737.5,14841.5,10093.5,18149.6666666667,15425,43770.5,NA,201398.833333333,13352,88516,10990.5,NA,96590.8333333333,17630.5,14969,NA,53742,39514.1666666667,64250.1666666667,59586,NA,62381.5,55819,27897,53405.3333333333,63439.5,335635.25,541468.75,200950.5,NA,12188.5,27933.6666666667,97493,186973.333333333,634929.25,1313615.75,NA,177922.166666667,38406.6666666667,2831173.66666667,-1.74062855417256,3.29545964408636,-0.183502772796637,4.59751141904866,4.78528108608993,3.93751991732438,3.81100720194696
"LANMLR17B048",92.1666666666667,90.3333333333333,2539995.33333333,10989291.1666667,14426.6666666667,105626.333333333,NA,6259.33333333333,67694.6666666667,130303.5,12287.3333333333,129438.333333333,1683727.83333333,590382,13996.6666666667,87016.5,16569,15916.6666666667,65103.6,477556.166666667,3162818,1921753.16666667,33658,NA,73075.1666666667,69757.8333333333,35895.5,307837.833333333,513329.666666667,299046.333333333,1727466.83333333,17484,2640739.5,17480,63817.3333333333,13601,9996.66666666667,12975,NA,45344.3333333333,NA,311753.333333333,7421.66666666667,25597,6354.66666666667,NA,56121,12740.3333333333,7421.66666666667,NA,31745.3333333333,23363.5,86955.8333333333,62967.3333333333,NA,13661.3333333333,41377.6666666667,12045.3333333333,44763.1666666667,93635.5,576352,758186.666666667,200180.333333333,NA,12083,33109.1666666667,131895.666666667,258391.5,842015.333333333,1337973.66666667,NA,89790.1666666667,16509.3333333333,2791919.33333333,-2.29320920734036,2.17582105071138,-0.968285374277438,6.13289688152788,5.19822984788458,4.46240893676284,4.27847578711231
"LANMLR17B052",97.8,95.4,2898039,10456748.4,14353.5,96058.6666666667,NA,6655.5,54417.3333333333,71751.8,7717.66666666667,56094.8,2015371.8,750190,4905.66666666667,30828.6,11265,16542.4,31896.2,218854,2911608.8,2022278.2,26586.4,NA,50004.8,31811.2,15681.8,240820.4,280408.8,219126,1662742,13080,2639189.6,17807,24759.5,9854.4,12797.25,11484.6,NA,14372,NA,226285,5888,5944,6525,5184,34294,2257.5,3301,4197,7131,60918.2,68663.2,17189.3333333333,7770,9930.66666666667,1725.5,18104,86266.6,89134.4,370854.333333333,480330.666666667,137276.4,NA,27153.25,51023,156120.6,197951.666666667,821180.5,1501821,10466,92947.8,7088,2301514.6,-2.49862073564968,2.50555641216658,-1.12503029965516,8.17140175182207,5.82835878410222,5.32434958332226,5.13569633050642
"LANMLR17B053",103,100,3187250.8,8815100.2,14494.5,149463.75,NA,5036.75,108676.75,70467.8,10148.5,71639.8,2249727.8,787296.6,8273.5,41262,8328.2,14454.6,122652.8,152537.4,2172362.5,1594198.8,28541.8,NA,57412,48423,14571.6,235149.2,195960.4,217128.2,1472430.2,11757,2827497.4,17047,14275,12346.8,8796.4,18979.6,NA,29384,NA,300282.6,10133.5,6490,26961.75,NA,66439,7544,4546,NA,9887,30049.6,60148,52572,NA,9006,2663,27198,35482.2,38257.2,379463.25,597310.5,335931.2,NA,10640.6,26533.6,105891.4,149808,550134.75,1013206.5,NA,210541.8,9404.8,2905563.8,-1.54448924590888,3.78370756875949,-0.437947062684803,5.26361546034558,3.75730838965101,3.16396792053888,3.05497526946523
"LANMLR17B055",118.666666666667,97.5,2268371.66666667,11475908.6666667,15433,47780,NA,2440,28505,80455.6666666667,8667,82477.6666666667,1712199,387461.333333333,16021.5,30514.3333333333,23326.6666666667,21854.3333333333,236417.666666667,240943.666666667,3167900.33333333,1637298.33333333,24611,NA,75210.3333333333,70558.3333333333,25409,321486.333333333,426876.333333333,300747.333333333,2293462.66666667,NA,2502074.33333333,NA,65877,19095.3333333333,12818,15331.3333333333,NA,40522,NA,252896.666666667,15903.3333333333,17243,7315,433,29288.3333333333,3398,4201,518,44644,22712,14636.3333333333,16672,695,13467.5,3851,43903,27776.6666666667,12659.3333333333,109666.5,148589,59429,NA,20945,28785.3333333333,90362,68497,582844,1440682,1304,51670,21651,1248803,-2.49741246604278,2.49840543699183,-0.710780223716135,8.45175429012966,6.65469588116836,5.81807746473346,6.25974728593521
